disease_name,state,year,no_of_death,county_name
"Malignant tumours",SD,2011,4,"Charles Mix"
"Malignant tumours",SC,2011,445,Charleston
"Malignant tumours",MI,2011,29,Charlevoix
"Malignant tumours",FL,2011,195,Charlotte
"Malignant tumours",VA,2011,11,Charlotte
"Malignant tumours",VA,2011,11,"Charlottesville City"
"Malignant tumours",GA,2011,19,Charlton
"Malignant tumours",KS,2011,4,Chase
"Malignant tumours",NE,2011,2,Chase
"Malignant tumours",GA,2011,188,Chatham
"Malignant tumours",NC,2011,43,Chatham
"Malignant tumours",GA,2011,16,Chattahoochee
"Malignant tumours",GA,2011,42,Chattooga
"Malignant tumours",KS,2011,5,Chautauqua
"Malignant tumours",NY,2011,90,Chautauqua
"Malignant tumours",NM,2011,35,Chaves
"Malignant tumours",TN,2011,23,Cheatham
"Malignant tumours",MI,2011,28,Cheboygan
"Malignant tumours",WA,2011,132,Chelan
"Malignant tumours",NY,2011,51,Chemung
"Malignant tumours",NY,2011,23,Chenango
"Malignant tumours",AL,2011,12,Cherokee
"Malignant tumours",GA,2011,114,Cherokee
"Malignant tumours",IA,2011,9,Cherokee
"Malignant tumours",KS,2011,21,Cherokee
"Malignant tumours",NC,2011,16,Cherokee
"Malignant tumours",OK,2011,34,Cherokee
"Malignant tumours",SC,2011,16,Cherokee
"Malignant tumours",TX,2011,25,Cherokee
"Malignant tumours",NE,2011,3,Cherry
"Malignant tumours",VA,2011,85,"Chesapeake City"
"Malignant tumours",NH,2011,46,Cheshire
"Malignant tumours",PA,2011,386,Chester
"Malignant tumours",SC,2011,30,Chester
"Malignant tumours",TN,2011,27,Chester
"Malignant tumours",SC,2011,40,Chesterfield
"Malignant tumours",VA,2011,125,Chesterfield
"Malignant tumours",CO,2011,0,Cheyenne
"Malignant tumours",KS,2011,3,Cheyenne
"Malignant tumours",NE,2011,6,Cheyenne
"Malignant tumours",IA,2011,12,Chickasaw
"Malignant tumours",MS,2011,22,Chickasaw
"Malignant tumours",AR,2011,10,Chicot
"Malignant tumours",TX,2011,14,Childress
"Malignant tumours",AL,2011,31,Chilton
"Malignant tumours",MI,2011,15,Chippewa
"Malignant tumours",MN,2011,10,Chippewa
"Malignant tumours",WI,2011,27,Chippewa
"Malignant tumours",MN,2011,53,Chisago
"Malignant tumours",VT,2011,196,Chittenden
"Malignant tumours",AL,2011,10,Choctaw
"Malignant tumours",MS,2011,7,Choctaw
"Malignant tumours",OK,2011,16,Choctaw
"Malignant tumours",MT,2011,1,Chouteau
"Malignant tumours",NC,2011,9,Chowan
"Malignant tumours",IL,2011,35,Christian
"Malignant tumours",KY,2011,39,Christian
"Malignant tumours",MO,2011,50,Christian
"Malignant tumours",NV,2011,40,Churchill
"Malignant tumours",NM,2011,21,Cibola
"Malignant tumours",OK,2011,1,Cimarron
"Malignant tumours",FL,2011,149,Citrus
"Malignant tumours",OR,2011,207,Clackamas
"Malignant tumours",LA,2011,3,Claiborne
"Malignant tumours",MS,2011,4,Claiborne
"Malignant tumours",TN,2011,25,Claiborne
"Malignant tumours",WA,2011,129,Clallam
"Malignant tumours",MI,2011,17,Clare
"Malignant tumours",SC,2011,20,Clarendon
"Malignant tumours",PA,2011,23,Clarion
"Malignant tumours",AR,2011,11,Clark
"Malignant tumours",ID,2011,1,Clark
"Malignant tumours",IL,2011,15,Clark
"Malignant tumours",IN,2011,143,Clark
"Malignant tumours",KS,2011,3,Clark
"Malignant tumours",KY,2011,49,Clark
"Malignant tumours",MO,2011,12,Clark
"Malignant tumours",NV,2011,1417,Clark
"Malignant tumours",OH,2011,201,Clark
"Malignant tumours",SD,2011,4,Clark
"Malignant tumours",WA,2011,356,Clark
"Malignant tumours",WI,2011,28,Clark
"Malignant tumours",AL,2011,29,Clarke
"Malignant tumours",GA,2011,61,Clarke
"Malignant tumours",IA,2011,5,Clarke
"Malignant tumours",MS,2011,9,Clarke
"Malignant tumours",VA,2011,10,Clarke
"Malignant tumours",OR,2011,35,Clatsop
"Malignant tumours",AL,2011,4,Clay
"Malignant tumours",AR,2011,7,Clay
"Malignant tumours",FL,2011,115,Clay
"Malignant tumours",GA,2011,3,Clay
"Malignant tumours",IA,2011,7,Clay
"Malignant tumours",IL,2011,8,Clay
"Malignant tumours",IN,2011,27,Clay
"Malignant tumours",KS,2011,12,Clay
"Malignant tumours",KY,2011,15,Clay
"Malignant tumours",MN,2011,110,Clay
"Malignant tumours",MO,2011,275,Clay
"Malignant tumours",MS,2011,9,Clay
"Malignant tumours",NC,2011,8,Clay
"Malignant tumours",NE,2011,5,Clay
"Malignant tumours",SD,2011,10,Clay
"Malignant tumours",TN,2011,9,Clay
"Malignant tumours",TX,2011,13,Clay
"Malignant tumours",WV,2011,10,Clay
"Malignant tumours",GA,2011,117,Clayton
"Malignant tumours",IA,2011,11,Clayton
"Malignant tumours",CO,2011,3,"Clear Creek"
"Malignant tumours",PA,2011,57,Clearfield
"Malignant tumours",ID,2011,7,Clearwater
"Malignant tumours",MN,2011,2,Clearwater
"Malignant tumours",AL,2011,21,Cleburne
"Malignant tumours",AR,2011,8,Cleburne
"Malignant tumours",OH,2011,119,Clermont
"Malignant tumours",AR,2011,6,Cleveland
"Malignant tumours",NC,2011,89,Cleveland
"Malignant tumours",OK,2011,149,Cleveland
"Malignant tumours",GA,2011,6,Clinch
"Malignant tumours",IA,2011,45,Clinton
"Malignant tumours",IL,2011,34,Clinton
"Malignant tumours",IN,2011,22,Clinton
"Malignant tumours",KY,2011,9,Clinton
"Malignant tumours",MI,2011,104,Clinton
"Malignant tumours",MO,2011,17,Clinton
"Malignant tumours",NY,2011,53,Clinton
"Malignant tumours",OH,2011,40,Clinton
"Malignant tumours",PA,2011,11,Clinton
"Malignant tumours",KS,2011,11,Cloud
"Malignant tumours",MS,2011,10,Coahoma
"Malignant tumours",OK,2011,4,Coal
"Malignant tumours",GA,2011,419,Cobb
"Malignant tumours",AZ,2011,67,Cochise
"Malignant tumours",TX,2011,1,Cochran
"Malignant tumours",TN,2011,11,Cocke
"Malignant tumours",AZ,2011,37,Coconino
"Malignant tumours",SD,2011,35,Codington
"Malignant tumours",AL,2011,45,Coffee
"Malignant tumours",GA,2011,13,Coffee
"Malignant tumours",TN,2011,45,Coffee
"Malignant tumours",KS,2011,4,Coffey
"Malignant tumours",TX,2011,3,Coke
"Malignant tumours",AL,2011,33,Colbert
"Malignant tumours",MO,2011,43,Cole
"Malignant tumours",TX,2011,8,Coleman
"Malignant tumours",IL,2011,62,Coles
"Malignant tumours",NE,2011,4,Colfax
"Malignant tumours",NM,2011,27,Colfax
"Malignant tumours",SC,2011,54,Colleton
"Malignant tumours",FL,2011,454,Collier
"Malignant tumours",TX,2011,404,Collin
"Malignant tumours",TX,2011,1,Collingsworth
"Malignant tumours",VA,2011,17,"Colonial Heights City"
"Malignant tumours",TX,2011,15,Colorado
"Malignant tumours",GA,2011,29,Colquitt
"Malignant tumours",AR,2011,45,Columbia
"Malignant tumours",FL,2011,60,Columbia
"Malignant tumours",GA,2011,79,Columbia
"Malignant tumours",NY,2011,51,Columbia
"Malignant tumours",OR,2011,38,Columbia
"Malignant tumours",PA,2011,70,Columbia
"Malignant tumours",WA,2011,3,Columbia
"Malignant tumours",WI,2011,46,Columbia
"Malignant tumours",OH,2011,48,Columbiana
"Malignant tumours",NC,2011,25,Columbus
"Malignant tumours",CA,2011,8,Colusa
"Malignant tumours",TX,2011,110,Comal
"Malignant tumours",KS,2011,2,Comanche
"Malignant tumours",OK,2011,41,Comanche
"Malignant tumours",TX,2011,15,Comanche
"Malignant tumours",TX,2011,1,Concho
"Malignant tumours",LA,2011,18,Concordia
"Malignant tumours",AL,2011,6,Conecuh
"Malignant tumours",CO,2011,3,Conejos
"Malignant tumours",CA,2011,1001,"Contra Costa"
"Malignant tumours",WY,2011,3,Converse
"Malignant tumours",AR,2011,16,Conway
"Malignant tumours",GA,2011,21,Cook
"Malignant tumours",IL,2011,4291,Cook
"Malignant tumours",MN,2011,2,Cook
"Malignant tumours",TX,2011,65,Cooke
"Malignant tumours",MO,2011,9,Cooper
"Malignant tumours",NH,2011,13,Coos
"Malignant tumours",OR,2011,64,Coos
"Malignant tumours",AL,2011,13,Coosa
"Malignant tumours",MS,2011,18,Copiah
"Malignant tumours",SD,2011,2,Corson
"Malignant tumours",NY,2011,33,Cortland
"Malignant tumours",TX,2011,124,Coryell
"Malignant tumours",OH,2011,29,Coshocton
"Malignant tumours",CO,2011,1,Costilla
"Malignant tumours",TX,2011,1,Cottle
"Malignant tumours",OK,2011,7,Cotton
"Malignant tumours",MN,2011,2,Cottonwood
"Malignant tumours",AL,2011,35,Covington
"Malignant tumours",MS,2011,9,Covington
"Malignant tumours",VA,2011,7,"Covington City"
"Malignant tumours",GA,2011,77,Coweta
"Malignant tumours",KS,2011,28,Cowley
"Malignant tumours",WA,2011,160,Cowlitz
"Malignant tumours",OK,2011,20,Craig
"Malignant tumours",VA,2011,3,Craig
"Malignant tumours",AR,2011,138,Craighead
"Malignant tumours",TX,2011,2,Crane
"Malignant tumours",NC,2011,76,Craven
"Malignant tumours",AR,2011,40,Crawford
"Malignant tumours",GA,2011,4,Crawford
"Malignant tumours",IA,2011,8,Crawford
"Malignant tumours",IL,2011,11,Crawford
"Malignant tumours",IN,2011,9,Crawford
"Malignant tumours",KS,2011,40,Crawford
"Malignant tumours",MI,2011,5,Crawford
"Malignant tumours",MO,2011,16,Crawford
"Malignant tumours",OH,2011,45,Crawford
"Malignant tumours",PA,2011,87,Crawford
"Malignant tumours",WI,2011,11,Crawford
"Malignant tumours",OK,2011,110,Creek
"Malignant tumours",AL,2011,9,Crenshaw
"Malignant tumours",GA,2011,42,Crisp
"Malignant tumours",AR,2011,34,Crittenden
"Malignant tumours",KY,2011,7,Crittenden
"Malignant tumours",TN,2011,9,Crockett
"Malignant tumours",TX,2011,1,Crockett
"Malignant tumours",OR,2011,9,Crook
"Malignant tumours",WY,2011,10,Crook
"Malignant tumours",TX,2011,5,Crosby
"Malignant tumours",AR,2011,10,Cross
"Malignant tumours",MN,2011,68,"Crow Wing"
"Malignant tumours",CO,2011,4,Crowley
"Malignant tumours",TX,2011,1,Culberson
"Malignant tumours",AL,2011,70,Cullman
"Malignant tumours",VA,2011,45,Culpeper
"Malignant tumours",IL,2011,17,Cumberland
"Malignant tumours",KY,2011,8,Cumberland
"Malignant tumours",ME,2011,535,Cumberland
"Malignant tumours",NC,2011,125,Cumberland
"Malignant tumours",NJ,2011,92,Cumberland
"Malignant tumours",PA,2011,64,Cumberland
"Malignant tumours",TN,2011,62,Cumberland
"Malignant tumours",VA,2011,13,Cumberland
"Malignant tumours",NE,2011,8,Cuming
"Malignant tumours",NC,2011,18,Currituck
"Malignant tumours",NM,2011,22,Curry
"Malignant tumours",OR,2011,35,Curry
"Malignant tumours",CO,2011,3,Custer
"Malignant tumours",ID,2011,1,Custer
"Malignant tumours",MT,2011,12,Custer
"Malignant tumours",NE,2011,11,Custer
"Malignant tumours",OK,2011,17,Custer
"Malignant tumours",SD,2011,7,Custer
"Malignant tumours",OH,2011,985,Cuyahoga
"Malignant tumours",GA,2011,32,Dade
"Malignant tumours",MO,2011,6,Dade
"Malignant tumours",UT,2011,0,Daggett
"Malignant tumours",MN,2011,858,Dakota
"Malignant tumours",NE,2011,6,Dakota
"Malignant tumours",AL,2011,34,Dale
"Malignant tumours",TX,2011,1,Dallam
"Malignant tumours",AL,2011,36,Dallas
"Malignant tumours",AR,2011,6,Dallas
"Malignant tumours",IA,2011,18,Dallas
"Malignant tumours",MO,2011,8,Dallas
"Malignant tumours",TX,2011,1228,Dallas
"Malignant tumours",WI,2011,660,Dane
"Malignant tumours",MT,2011,1,Daniels
"Malignant tumours",VA,2011,29,"Danville City"
"Malignant tumours",NC,2011,31,Dare
"Malignant tumours",OH,2011,28,Darke
"Malignant tumours",SC,2011,61,Darlington
"Malignant tumours",PA,2011,161,Dauphin
"Malignant tumours",NC,2011,56,Davidson
"Malignant tumours",TN,2011,431,Davidson
"Malignant tumours",NC,2011,48,Davie
"Malignant tumours",IN,2011,20,Daviess
"Malignant tumours",KY,2011,94,Daviess
"Malignant tumours",MO,2011,4,Daviess
"Malignant tumours",IA,2011,6,Davis
"Malignant tumours",UT,2011,605,Davis
"Malignant tumours",SD,2011,16,Davison
"Malignant tumours",NE,2011,5,Dawes
"Malignant tumours",GA,2011,13,Dawson
"Malignant tumours",MT,2011,4,Dawson
"Malignant tumours",NE,2011,14,Dawson
"Malignant tumours",TX,2011,15,Dawson
"Malignant tumours",SD,2011,6,Day
"Malignant tumours",NM,2011,1,"De Baca"
"Malignant tumours",LA,2011,15,"De Soto"
"Malignant tumours",IL,2011,7,"De Witt"
"Malignant tumours",TX,2011,11,"Deaf Smith"
"Malignant tumours",IN,2011,31,Dearborn
"Malignant tumours",GA,2011,30,Decatur
"Malignant tumours",IA,2011,8,Decatur
"Malignant tumours",IN,2011,8,Decatur
"Malignant tumours",KS,2011,3,Decatur
"Malignant tumours",TN,2011,8,Decatur
"Malignant tumours",MT,2011,19,"Deer Lodge"
"Malignant tumours",OH,2011,32,Defiance
"Malignant tumours",AL,2011,83,DeKalb
"Malignant tumours",GA,2011,302,DeKalb
"Malignant tumours",IL,2011,78,DeKalb
"Malignant tumours",IN,2011,22,DeKalb
"Malignant tumours",MO,2011,14,DeKalb
"Malignant tumours",TN,2011,26,DeKalb
"Malignant tumours",CA,2011,20,"Del Norte"
"Malignant tumours",IA,2011,13,Delaware
"Malignant tumours",IN,2011,98,Delaware
"Malignant tumours",NY,2011,15,Delaware
"Malignant tumours",OH,2011,78,Delaware
"Malignant tumours",OK,2011,70,Delaware
"Malignant tumours",PA,2011,189,Delaware
"Malignant tumours",CO,2011,26,Delta
"Malignant tumours",MI,2011,34,Delta
"Malignant tumours",TX,2011,6,Delta
"Malignant tumours",AK,2011,0,Denali
"Malignant tumours",MO,2011,22,Dent
"Malignant tumours",TX,2011,817,Denton
"Malignant tumours",CO,2011,340,Denver
"Malignant tumours",IA,2011,29,"Des Moines"
"Malignant tumours",OR,2011,214,Deschutes
"Malignant tumours",AR,2011,16,Desha
"Malignant tumours",FL,2011,57,DeSoto
"Malignant tumours",MS,2011,150,DeSoto
"Malignant tumours",NE,2011,0,Deuel
"Malignant tumours",SD,2011,1,Deuel
"Malignant tumours",OK,2011,3,Dewey
"Malignant tumours",SD,2011,8,Dewey
"Malignant tumours",TX,2011,21,DeWitt
"Malignant tumours",TX,2011,0,Dickens
"Malignant tumours",VA,2011,12,Dickenson
"Malignant tumours",ND,2011,6,Dickey
"Malignant tumours",IA,2011,15,Dickinson
"Malignant tumours",KS,2011,8,Dickinson
"Malignant tumours",MI,2011,18,Dickinson
"Malignant tumours",TN,2011,38,Dickson
"Malignant tumours",AK,2011,1,Dillingham
"Malignant tumours",SC,2011,49,Dillon
"Malignant tumours",TX,2011,3,Dimmit
"Malignant tumours",VA,2011,23,Dinwiddie
"Malignant tumours",DC,2011,625,"District of Columbia"
"Malignant tumours",ND,2011,3,Divide
"Malignant tumours",FL,2011,10,Dixie
"Malignant tumours",NE,2011,2,Dixon
"Malignant tumours",WV,2011,3,Doddridge
"Malignant tumours",GA,2011,9,Dodge
"Malignant tumours",MN,2011,8,Dodge
"Malignant tumours",NE,2011,14,Dodge
"Malignant tumours",WI,2011,58,Dodge
"Malignant tumours",CO,2011,0,Dolores
"Malignant tumours",NM,2011,129,"Dona Ana"
"Malignant tumours",KS,2011,10,Doniphan
"Malignant tumours",TX,2011,5,Donley
"Malignant tumours",GA,2011,9,Dooly
"Malignant tumours",WI,2011,17,Door
"Malignant tumours",MD,2011,31,Dorchester
"Malignant tumours",SC,2011,38,Dorchester
"Malignant tumours",GA,2011,46,Dougherty
"Malignant tumours",CO,2011,326,Douglas
"Malignant tumours",GA,2011,54,Douglas
"Malignant tumours",IL,2011,11,Douglas
"Malignant tumours",KS,2011,50,Douglas
"Malignant tumours",MN,2011,17,Douglas
"Malignant tumours",MO,2011,14,Douglas
"Malignant tumours",NE,2011,294,Douglas
"Malignant tumours",NV,2011,38,Douglas
"Malignant tumours",OR,2011,121,Douglas
"Malignant tumours",SD,2011,0,Douglas
"Malignant tumours",WA,2011,16,Douglas
"Malignant tumours",WI,2011,35,Douglas
"Malignant tumours",AR,2011,25,Drew
"Malignant tumours",IN,2011,31,Dubois
"Malignant tumours",IA,2011,82,Dubuque
"Malignant tumours",UT,2011,8,Duchesne
"Malignant tumours",MA,2011,25,Dukes
"Malignant tumours",NE,2011,2,Dundy
"Malignant tumours",MO,2011,27,Dunklin
"Malignant tumours",ND,2011,1,Dunn
"Malignant tumours",WI,2011,60,Dunn
"Malignant tumours",IL,2011,420,DuPage
"Malignant tumours",NC,2011,25,Duplin
"Malignant tumours",NC,2011,139,Durham
"Malignant tumours",NY,2011,213,Dutchess
"Malignant tumours",FL,2011,293,Duval
"Malignant tumours",TX,2011,5,Duval
"Malignant tumours",TN,2011,39,Dyer
"Malignant tumours",CO,2011,80,Eagle
"Malignant tumours",GA,2011,10,Early
"Malignant tumours",LA,2011,611,"East Baton Rouge"
"Malignant tumours",LA,2011,7,"East Carroll"
"Malignant tumours",LA,2011,23,"East Feliciana"
"Malignant tumours",TX,2011,8,Eastland
"Malignant tumours",MI,2011,49,Eaton
"Malignant tumours",WI,2011,148,"Eau Claire"
"Malignant tumours",GA,2011,1,Echols
"Malignant tumours",TX,2011,105,Ector
"Malignant tumours",ND,2011,2,Eddy
"Malignant tumours",NM,2011,50,Eddy
"Malignant tumours",IL,2011,23,Edgar
"Malignant tumours",NC,2011,95,Edgecombe
"Malignant tumours",SC,2011,16,Edgefield
"Malignant tumours",KY,2011,7,Edmonson
"Malignant tumours",SD,2011,1,Edmunds
"Malignant tumours",IL,2011,3,Edwards
"Malignant tumours",KS,2011,2,Edwards
"Malignant tumours",TX,2011,0,Edwards
"Malignant tumours",GA,2011,45,Effingham
"Malignant tumours",IL,2011,25,Effingham
"Malignant tumours",CA,2011,162,"El Dorado"
"Malignant tumours",CO,2011,283,"El Paso"
"Malignant tumours",TX,2011,959,"El Paso"
"Malignant tumours",CO,2011,44,Elbert
"Malignant tumours",GA,2011,39,Elbert
"Malignant tumours",KS,2011,2,Elk
"Malignant tumours",PA,2011,22,Elk
"Malignant tumours",IN,2011,89,Elkhart
"Malignant tumours",NV,2011,21,Elko
"Malignant tumours",KY,2011,5,Elliott
"Malignant tumours",KS,2011,25,Ellis
"Malignant tumours",OK,2011,2,Ellis
"Malignant tumours",TX,2011,67,Ellis
"Malignant tumours",KS,2011,7,Ellsworth
"Malignant tumours",AL,2011,40,Elmore
"Malignant tumours",ID,2011,8,Elmore
"Malignant tumours",GA,2011,15,Emanuel
"Malignant tumours",UT,2011,6,Emery
"Malignant tumours",IA,2011,5,Emmet
"Malignant tumours",MI,2011,21,Emmet
"Malignant tumours",ND,2011,4,Emmons
"Malignant tumours",VA,2011,8,"Emporia City"
"Malignant tumours",TX,2011,68,Erath
"Malignant tumours",NY,2011,715,Erie
"Malignant tumours",OH,2011,125,Erie
"Malignant tumours",PA,2011,306,Erie
"Malignant tumours",AL,2011,18,Escambia
"Malignant tumours",FL,2011,396,Escambia
"Malignant tumours",NV,2011,0,Esmeralda
"Malignant tumours",MA,2011,1232,Essex
"Malignant tumours",NJ,2011,1318,Essex
"Malignant tumours",NY,2011,34,Essex
"Malignant tumours",VA,2011,8,Essex
"Malignant tumours",VT,2011,2,Essex
"Malignant tumours",KY,2011,13,Estill
"Malignant tumours",AL,2011,85,Etowah
"Malignant tumours",NV,2011,1,Eureka
"Malignant tumours",LA,2011,39,Evangeline
"Malignant tumours",GA,2011,4,Evans
"Malignant tumours",AK,2011,41,"Fairbanks North Star"
"Malignant tumours",VA,2011,1315,Fairfax
"Malignant tumours",VA,2011,31,"Fairfax City"
"Malignant tumours",CT,2011,519,Fairfield
"Malignant tumours",OH,2011,83,Fairfield
"Malignant tumours",SC,2011,23,Fairfield
"Malignant tumours",SD,2011,2,"Fall River"
"Malignant tumours",MT,2011,2,Fallon
"Malignant tumours",TX,2011,18,Falls
"Malignant tumours",VA,2011,11,"Falls Church City"
"Malignant tumours",GA,2011,17,Fannin
"Malignant tumours",TX,2011,63,Fannin
"Malignant tumours",MN,2011,5,Faribault
"Malignant tumours",SD,2011,0,Faulk
"Malignant tumours",AR,2011,127,Faulkner
"Malignant tumours",VA,2011,37,Fauquier
"Malignant tumours",AL,2011,23,Fayette
"Malignant tumours",GA,2011,34,Fayette
"Malignant tumours",IA,2011,16,Fayette
"Malignant tumours",IL,2011,20,Fayette
"Malignant tumours",IN,2011,13,Fayette
"Malignant tumours",KY,2011,361,Fayette
"Malignant tumours",OH,2011,21,Fayette
"Malignant tumours",PA,2011,184,Fayette
"Malignant tumours",TN,2011,55,Fayette
"Malignant tumours",TX,2011,24,Fayette
"Malignant tumours",WV,2011,15,Fayette
"Malignant tumours",TN,2011,9,Fentress
"Malignant tumours",MT,2011,6,Fergus
"Malignant tumours",WA,2011,5,Ferry
"Malignant tumours",MN,2011,6,Fillmore
"Malignant tumours",NE,2011,6,Fillmore
"Malignant tumours",KS,2011,50,Finney
"Malignant tumours",TX,2011,2,Fisher
"Malignant tumours",FL,2011,134,Flagler
"Malignant tumours",MT,2011,86,Flathead
"Malignant tumours",KY,2011,27,Fleming
"Malignant tumours",SC,2011,139,Florence
"Malignant tumours",WI,2011,4,Florence
"Malignant tumours",GA,2011,64,Floyd
"Malignant tumours",IA,2011,7,Floyd
"Malignant tumours",IN,2011,97,Floyd
"Malignant tumours",KY,2011,30,Floyd
"Malignant tumours",TX,2011,11,Floyd
"Malignant tumours",VA,2011,10,Floyd
"Malignant tumours",VA,2011,24,Fluvanna
"Malignant tumours",TX,2011,0,Foard
"Malignant tumours",WI,2011,35,"Fond du Lac"
"Malignant tumours",IL,2011,4,Ford
"Malignant tumours",KS,2011,12,Ford
"Malignant tumours",PA,2011,8,Forest
"Malignant tumours",WI,2011,9,Forest
"Malignant tumours",MS,2011,42,Forrest
"Malignant tumours",GA,2011,372,Forsyth
"Malignant tumours",NC,2011,456,Forsyth
"Malignant tumours",TX,2011,123,"Fort Bend"
"Malignant tumours",ND,2011,2,Foster
"Malignant tumours",IN,2011,10,Fountain
"Malignant tumours",AL,2011,33,Franklin
"Malignant tumours",AR,2011,10,Franklin
"Malignant tumours",FL,2011,5,Franklin
"Malignant tumours",GA,2011,32,Franklin
"Malignant tumours",IA,2011,7,Franklin
"Malignant tumours",ID,2011,7,Franklin
"Malignant tumours",IL,2011,27,Franklin
"Malignant tumours",IN,2011,17,Franklin
"Malignant tumours",KS,2011,19,Franklin
"Malignant tumours",KY,2011,38,Franklin
"Malignant tumours",LA,2011,19,Franklin
"Malignant tumours",MA,2011,105,Franklin
"Malignant tumours",ME,2011,30,Franklin
"Malignant tumours",MO,2011,58,Franklin
"Malignant tumours",MS,2011,6,Franklin
"Malignant tumours",NC,2011,18,Franklin
"Malignant tumours",NE,2011,1,Franklin
"Malignant tumours",NY,2011,24,Franklin
"Malignant tumours",OH,2011,633,Franklin
"Malignant tumours",PA,2011,104,Franklin
"Malignant tumours",TN,2011,27,Franklin
"Malignant tumours",TX,2011,4,Franklin
"Malignant tumours",VA,2011,27,Franklin
"Malignant tumours",VT,2011,56,Franklin
"Malignant tumours",WA,2011,28,Franklin
"Malignant tumours",VA,2011,4,"Franklin City"
"Malignant tumours",MD,2011,90,Frederick
"Malignant tumours",VA,2011,99,Frederick
"Malignant tumours",VA,2011,5,"Fredericksburg City"
"Malignant tumours",MN,2011,29,Freeborn
"Malignant tumours",TX,2011,19,Freestone
"Malignant tumours",CO,2011,45,Fremont
"Malignant tumours",IA,2011,4,Fremont
"Malignant tumours",ID,2011,5,Fremont
"Malignant tumours",WY,2011,27,Fremont
"Malignant tumours",CA,2011,392,Fresno
"Malignant tumours",TX,2011,5,Frio
"Malignant tumours",NE,2011,0,Frontier
"Malignant tumours",AR,2011,13,Fulton
"Malignant tumours",GA,2011,899,Fulton
"Malignant tumours",IL,2011,37,Fulton
"Malignant tumours",IN,2011,16,Fulton
"Malignant tumours",KY,2011,7,Fulton
"Malignant tumours",NY,2011,64,Fulton
"Malignant tumours",OH,2011,16,Fulton
"Malignant tumours",PA,2011,10,Fulton
