@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R3,5_clustered'

@attribute Instance_number numeric
@attribute disease_name {'Cerebrovascular Disease',Cholera,'Chronic lower respiratory diseases','Diabetes mellitus','Diarrheal Diseases',HIV/AIDS,'Influenza and pneumonia',Malaria,'Malignant tumours',Tuberculosis}
@attribute state {SC,LA,VA,ID,IA,KY,MO,OK,CO,IL,IN,MS,ND,NE,OH,PA,WA,WI,VT,MN,FL,NC,CA,NY,WY,MI,AK,MD,KS,TN,TX,ME,AZ,GA,AR,NJ,SD,AL,OR,WV,MA,UT,MT,NH,NM,RI,NV,DC,CT,HI,DE}
@attribute no_of_death numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
31137,Cholera,MT,5,cluster9
31138,'Diarrheal Diseases',FL,218,cluster1
31139,Malaria,TX,9,cluster7
31140,'Influenza and pneumonia',LA,12,cluster8
31141,'Diabetes mellitus',MI,16,cluster4
31142,'Diarrheal Diseases',TX,31,cluster1
31143,'Malignant tumours',OH,20,cluster2
31144,'Cerebrovascular Disease',IN,5,cluster3
31145,'Malignant tumours',OK,3,cluster2
31146,HIV/AIDS,FL,24,cluster0
31147,HIV/AIDS,PA,1652,cluster0
31148,'Influenza and pneumonia',KY,116,cluster8
31149,HIV/AIDS,KY,28,cluster0
31150,'Malignant tumours',WI,16,cluster2
31151,'Influenza and pneumonia',MN,15,cluster8
31152,'Influenza and pneumonia',MO,6,cluster8
31153,'Chronic lower respiratory diseases',ID,7,cluster5
31154,'Chronic lower respiratory diseases',WI,30,cluster5
31155,'Cerebrovascular Disease',IA,25,cluster3
31156,'Influenza and pneumonia',TX,21,cluster8
31157,Tuberculosis,WI,112,cluster6
31158,'Diarrheal Diseases',SC,110,cluster1
31159,'Influenza and pneumonia',NC,7,cluster8
31160,'Cerebrovascular Disease',NE,5,cluster3
31161,'Influenza and pneumonia',MN,8,cluster8
31162,'Malignant tumours',KY,11,cluster2
31163,Tuberculosis,KS,11,cluster6
31164,'Chronic lower respiratory diseases',KY,1,cluster5
31165,Tuberculosis,IL,236,cluster6
31166,Malaria,VA,37,cluster7
31167,'Malignant tumours',WV,8,cluster2
31168,'Diabetes mellitus',TX,20,cluster4
31169,Malaria,CA,172,cluster7
31170,'Malignant tumours',OK,16,cluster2
31171,'Malignant tumours',TX,37,cluster2
31172,Cholera,MN,9,cluster9
31173,'Cerebrovascular Disease',TN,27,cluster3
31174,'Malignant tumours',SD,1,cluster2
31175,'Diarrheal Diseases',MO,41,cluster1
31176,HIV/AIDS,MN,25,cluster0
31177,'Cerebrovascular Disease',OH,120,cluster3
31178,HIV/AIDS,VA,108,cluster0
31179,'Cerebrovascular Disease',KS,1,cluster3
31180,'Cerebrovascular Disease',WA,7,cluster3
31181,'Chronic lower respiratory diseases',MO,24,cluster5
31182,'Diarrheal Diseases',TX,4,cluster1
31183,'Diarrheal Diseases',TN,43,cluster1
31184,Tuberculosis,MI,7,cluster6
31185,'Diarrheal Diseases',KY,11,cluster1
31186,Malaria,MO,174,cluster7
31187,Tuberculosis,AK,1,cluster6
31188,'Influenza and pneumonia',NY,75,cluster8
31189,'Influenza and pneumonia',TX,1,cluster8
31190,HIV/AIDS,TN,42,cluster0
31191,'Chronic lower respiratory diseases',IA,40,cluster5
31192,'Malignant tumours',OH,46,cluster2
31193,Malaria,WV,7,cluster7
31194,'Diarrheal Diseases',LA,18,cluster1
31195,Cholera,OH,114,cluster9
31196,'Malignant tumours',OH,12,cluster2
31197,Cholera,FL,113,cluster9
31198,'Influenza and pneumonia',MO,7,cluster8
31199,Malaria,TX,128,cluster7
31200,Cholera,VA,7,cluster9
31201,Cholera,ND,2,cluster9
31202,HIV/AIDS,AK,7,cluster0
31203,HIV/AIDS,TX,1,cluster0
31204,Tuberculosis,GA,123,cluster6
31205,Malaria,GA,22,cluster7
31206,'Malignant tumours',ND,1,cluster2
31207,'Chronic lower respiratory diseases',MA,154,cluster5
31208,Malaria,PA,108,cluster7
31209,'Malignant tumours',NM,16,cluster2
31210,'Diabetes mellitus',TX,10,cluster4
31211,'Influenza and pneumonia',KY,11,cluster8
31212,Cholera,UT,11,cluster9
31213,'Diarrheal Diseases',NM,14,cluster1
31214,'Diabetes mellitus',MS,408,cluster4
31215,'Influenza and pneumonia',TX,15,cluster8
31216,'Cerebrovascular Disease',NC,133,cluster3
31217,'Chronic lower respiratory diseases',MS,116,cluster5
31218,Malaria,MS,51,cluster7
31219,'Cerebrovascular Disease',NM,31,cluster3
31220,Cholera,TN,57,cluster9
31221,Malaria,TX,7,cluster7
31222,Cholera,MO,10,cluster9
31223,Tuberculosis,MT,9,cluster6
31224,'Malignant tumours',MD,1943,cluster2
31225,'Diabetes mellitus',LA,35,cluster4
31226,'Cerebrovascular Disease',IN,9,cluster3
31227,Cholera,MT,37,cluster9
31228,'Influenza and pneumonia',FL,156,cluster8
31229,'Influenza and pneumonia',IA,22,cluster8
31230,Malaria,MO,38,cluster7
31231,Malaria,OH,29,cluster7
31232,'Influenza and pneumonia',FL,6,cluster8
31233,Cholera,SD,2,cluster9
31234,Cholera,MS,15,cluster9
31235,HIV/AIDS,MI,23,cluster0
31236,'Chronic lower respiratory diseases',TX,0,cluster5
31237,HIV/AIDS,WI,58,cluster0
31238,'Chronic lower respiratory diseases',NE,35,cluster5
31239,'Malignant tumours',VA,13,cluster2
31240,Malaria,GA,212,cluster7
31241,HIV/AIDS,WY,34,cluster0
31242,'Diabetes mellitus',FL,258,cluster4
31243,HIV/AIDS,VA,61,cluster0
31244,HIV/AIDS,TN,39,cluster0
31245,'Influenza and pneumonia',NC,349,cluster8
31246,'Diabetes mellitus',IN,14,cluster4
31247,'Diarrheal Diseases',TX,3,cluster1
31248,Malaria,MO,4,cluster7
31249,'Chronic lower respiratory diseases',OK,162,cluster5
31250,Cholera,MN,29,cluster9
31251,'Cerebrovascular Disease',MO,49,cluster3
31252,'Cerebrovascular Disease',FL,6,cluster3
31253,'Diabetes mellitus',OH,43,cluster4
31254,Tuberculosis,GA,67,cluster6
31255,Cholera,SD,6,cluster9
31256,'Cerebrovascular Disease',MO,12,cluster3
31257,'Cerebrovascular Disease',IA,25,cluster3
31258,'Cerebrovascular Disease',KY,55,cluster3
31259,'Cerebrovascular Disease',FL,365,cluster3
31260,'Influenza and pneumonia',AR,100,cluster8
31261,Cholera,GA,151,cluster9
31262,'Diarrheal Diseases',VA,14,cluster1
31263,Tuberculosis,AL,39,cluster6
31264,Tuberculosis,VA,27,cluster6
31265,'Diabetes mellitus',MI,28,cluster4
31266,'Diabetes mellitus',SD,17,cluster4
31267,Malaria,MN,6,cluster7
31268,'Diarrheal Diseases',TX,152,cluster1
31269,Malaria,IL,45,cluster7
31270,Malaria,NE,2,cluster7
31271,'Diabetes mellitus',IN,179,cluster4
31272,'Diabetes mellitus',WV,9,cluster4
31273,Cholera,UT,16,cluster9
31274,'Chronic lower respiratory diseases',MI,12,cluster5
31275,Malaria,OH,46,cluster7
31276,HIV/AIDS,MO,78,cluster0
31277,'Cerebrovascular Disease',KY,6,cluster3
31278,'Diarrheal Diseases',KY,15,cluster1
31279,Cholera,KS,3,cluster9
31280,Cholera,OH,23,cluster9
31281,HIV/AIDS,OK,28,cluster0
31282,'Diabetes mellitus',MS,10,cluster4
31283,Tuberculosis,KY,4,cluster6
31284,'Diarrheal Diseases',IL,1,cluster1
31285,HIV/AIDS,MA,851,cluster0
31286,'Malignant tumours',LA,4,cluster2
31287,'Malignant tumours',KS,11,cluster2
31288,Malaria,MI,32,cluster7
31289,'Malignant tumours',NY,46,cluster2
31290,'Influenza and pneumonia',VA,48,cluster8
31291,'Diabetes mellitus',NE,24,cluster4
31292,'Diabetes mellitus',NC,75,cluster4
31293,HIV/AIDS,GA,26,cluster0
31294,'Chronic lower respiratory diseases',PA,46,cluster5
31295,'Diarrheal Diseases',MO,10,cluster1
31296,HIV/AIDS,MO,20,cluster0
31297,Cholera,ID,7,cluster9
31298,Cholera,TN,39,cluster9
31299,'Diarrheal Diseases',TX,7,cluster1
31300,Cholera,MT,2,cluster9
31301,'Diarrheal Diseases',IA,14,cluster1
31302,HIV/AIDS,GA,17,cluster0
31303,'Cerebrovascular Disease',MN,31,cluster3
31304,HIV/AIDS,VA,12,cluster0
31305,'Cerebrovascular Disease',TN,85,cluster3
31306,HIV/AIDS,UT,55,cluster0
31307,'Chronic lower respiratory diseases',KS,100,cluster5
31308,Cholera,LA,573,cluster9
31309,'Cerebrovascular Disease',RI,1321,cluster3
31310,HIV/AIDS,MI,235,cluster0
31311,'Diabetes mellitus',MS,6,cluster4
31312,Cholera,MS,97,cluster9
31313,HIV/AIDS,MT,0,cluster0
31314,'Influenza and pneumonia',IL,6,cluster8
31315,'Cerebrovascular Disease',IL,20,cluster3
31316,'Diabetes mellitus',KS,8,cluster4
31317,'Diabetes mellitus',NC,44,cluster4
31318,'Cerebrovascular Disease',WI,101,cluster3
31319,'Malignant tumours',MS,90,cluster2
31320,Tuberculosis,KY,11,cluster6
31321,Cholera,ID,2,cluster9
31322,Malaria,NE,4,cluster7
31323,'Influenza and pneumonia',OH,219,cluster8
31324,HIV/AIDS,VA,10,cluster0
31325,'Chronic lower respiratory diseases',MD,62,cluster5
31326,'Diabetes mellitus',OK,4,cluster4
31327,Malaria,WV,5,cluster7
31328,'Influenza and pneumonia',OH,276,cluster8
31329,'Influenza and pneumonia',GA,17,cluster8
31330,'Chronic lower respiratory diseases',VA,8,cluster5
31331,'Diabetes mellitus',NC,67,cluster4
31332,'Diarrheal Diseases',FL,35,cluster1
31333,'Chronic lower respiratory diseases',MS,13,cluster5
31334,'Chronic lower respiratory diseases',SD,4,cluster5
31335,'Diarrheal Diseases',AR,13,cluster1
31336,Malaria,SC,6,cluster7
31337,'Diabetes mellitus',ND,16,cluster4
31338,'Malignant tumours',FL,14,cluster2
31339,Malaria,TX,66,cluster7
31340,Malaria,MD,62,cluster7
31341,Tuberculosis,TX,5,cluster6
31342,Malaria,ND,1,cluster7
31343,'Chronic lower respiratory diseases',IN,15,cluster5
31344,'Diabetes mellitus',IN,5,cluster4
31345,'Malignant tumours',NC,123,cluster2
31346,'Diabetes mellitus',PA,153,cluster4
31347,'Cerebrovascular Disease',NC,18,cluster3
31348,'Diarrheal Diseases',NM,13,cluster1
31349,Cholera,SD,4,cluster9
31350,'Diarrheal Diseases',CA,3,cluster1
31351,'Chronic lower respiratory diseases',OH,32,cluster5
31352,HIV/AIDS,IL,17,cluster0
31353,'Diabetes mellitus',TX,100,cluster4
31354,'Malignant tumours',UT,5,cluster2
31355,'Cerebrovascular Disease',AR,221,cluster3
31356,Tuberculosis,TX,86,cluster6
31357,HIV/AIDS,ME,250,cluster0
31358,HIV/AIDS,IN,20,cluster0
31359,'Diarrheal Diseases',WV,2,cluster1
31360,Tuberculosis,WI,32,cluster6
31361,'Influenza and pneumonia',VT,60,cluster8
31362,'Diarrheal Diseases',TX,25,cluster1
31363,'Diarrheal Diseases',TX,45,cluster1
31364,'Malignant tumours',TX,27,cluster2
31365,'Malignant tumours',KY,4,cluster2
31366,HIV/AIDS,MI,94,cluster0
31367,Cholera,NE,8,cluster9
31368,Cholera,CO,5,cluster9
31369,Cholera,OR,8,cluster9
31370,Cholera,OR,43,cluster9
31371,'Malignant tumours',MS,11,cluster2
31372,Malaria,TX,1,cluster7
31373,'Malignant tumours',NM,12,cluster2
31374,'Chronic lower respiratory diseases',WV,4,cluster5
31375,'Diarrheal Diseases',WV,6,cluster1
31376,Tuberculosis,KY,33,cluster6
31377,Cholera,OK,16,cluster9
31378,'Diabetes mellitus',LA,160,cluster4
31379,'Malignant tumours',TX,2,cluster2
31380,'Influenza and pneumonia',LA,25,cluster8
31381,'Chronic lower respiratory diseases',IA,5,cluster5
31382,HIV/AIDS,WV,23,cluster0
31383,'Cerebrovascular Disease',LA,5,cluster3
31384,'Influenza and pneumonia',MO,89,cluster8
31385,'Malignant tumours',PA,126,cluster2
31386,HIV/AIDS,TX,0,cluster0
31387,HIV/AIDS,AR,6,cluster0
31388,Tuberculosis,PA,23,cluster6
31389,HIV/AIDS,OH,330,cluster0
31390,Cholera,SD,29,cluster9
31391,Cholera,TX,1,cluster9
31392,'Malignant tumours',OK,15,cluster2
31393,'Chronic lower respiratory diseases',WA,35,cluster5
31394,'Diarrheal Diseases',TX,1,cluster1
31395,Tuberculosis,KS,6,cluster6
31396,'Cerebrovascular Disease',WY,10,cluster3
31397,'Malignant tumours',IL,7,cluster2
31398,Malaria,NY,17,cluster7
31399,HIV/AIDS,AR,13,cluster0
31400,Tuberculosis,OK,2,cluster6
31401,'Diabetes mellitus',TX,190,cluster4
31402,'Cerebrovascular Disease',NV,4,cluster3
31403,'Chronic lower respiratory diseases',VA,21,cluster5
31404,'Diarrheal Diseases',TN,7,cluster1
31405,'Diarrheal Diseases',VA,2341,cluster1
31406,Cholera,NC,253,cluster9
31407,'Cerebrovascular Disease',CO,63,cluster3
31408,HIV/AIDS,TX,4,cluster0
31409,'Diabetes mellitus',KY,11,cluster4
31410,'Diabetes mellitus',ID,8,cluster4
31411,Tuberculosis,TX,12,cluster6
31412,'Influenza and pneumonia',KY,14,cluster8
31413,'Diabetes mellitus',KY,29,cluster4
31414,'Diabetes mellitus',VA,314,cluster4
31415,'Chronic lower respiratory diseases',OK,11,cluster5
31416,Malaria,OH,562,cluster7
31417,Cholera,GA,25,cluster9
31418,'Diarrheal Diseases',TN,86,cluster1
31419,Malaria,IL,20,cluster7
31420,'Diabetes mellitus',OH,92,cluster4
31421,'Cerebrovascular Disease',NY,184,cluster3
31422,'Chronic lower respiratory diseases',IN,55,cluster5
31423,'Diabetes mellitus',TX,72,cluster4
31424,'Malignant tumours',OK,14,cluster2
31425,'Diarrheal Diseases',CO,3,cluster1
31426,Tuberculosis,KY,55,cluster6
31427,Tuberculosis,NY,34,cluster6
31428,Malaria,NY,436,cluster7
31429,'Malignant tumours',OK,11,cluster2
31430,Cholera,NC,39,cluster9
31431,Malaria,IN,13,cluster7
31432,Tuberculosis,GA,3,cluster6
31433,Malaria,NC,13,cluster7
31434,'Diabetes mellitus',CO,720,cluster4
31435,'Malignant tumours',MI,62,cluster2
31436,'Influenza and pneumonia',SC,423,cluster8
31437,'Malignant tumours',IA,59,cluster2
31438,Malaria,FL,426,cluster7
31439,'Diarrheal Diseases',KS,5,cluster1
31440,'Chronic lower respiratory diseases',KY,28,cluster5
31441,Cholera,MN,9,cluster9
31442,'Chronic lower respiratory diseases',MA,981,cluster5
31443,'Diarrheal Diseases',SD,0,cluster1
31444,HIV/AIDS,KY,14,cluster0
31445,Malaria,NE,7,cluster7
31446,Tuberculosis,CA,544,cluster6
31447,Cholera,KS,3,cluster9
31448,'Influenza and pneumonia',WI,49,cluster8
31449,Cholera,TX,14,cluster9
31450,Tuberculosis,CA,571,cluster6
31451,Malaria,MI,61,cluster7
31452,Tuberculosis,GA,24,cluster6
31453,'Diabetes mellitus',VA,5,cluster4
31454,Cholera,NY,74,cluster9
31455,Malaria,GA,6,cluster7
31456,Cholera,WA,138,cluster9
31457,Malaria,OK,12,cluster7
31458,'Influenza and pneumonia',IA,9,cluster8
31459,'Malignant tumours',ID,45,cluster2
31460,'Diabetes mellitus',GA,74,cluster4
31461,Cholera,NE,0,cluster9
31462,'Malignant tumours',KY,14,cluster2
31463,Tuberculosis,TX,18,cluster6
31464,Cholera,CO,31,cluster9
31465,'Influenza and pneumonia',NJ,462,cluster8
31466,Malaria,GA,24,cluster7
31467,Malaria,MI,1130,cluster7
31468,'Diabetes mellitus',FL,4,cluster4
31469,Tuberculosis,IL,113,cluster6
31470,Tuberculosis,VA,6,cluster6
31471,'Malignant tumours',VA,6,cluster2
31472,HIV/AIDS,MO,60,cluster0
31473,'Malignant tumours',TX,5,cluster2
31474,Cholera,CA,4,cluster9
31475,'Diabetes mellitus',IA,7,cluster4
31476,Tuberculosis,NY,361,cluster6
31477,Malaria,TX,6,cluster7
31478,'Influenza and pneumonia',TN,62,cluster8
31479,Malaria,NC,83,cluster7
31480,'Diabetes mellitus',VA,15,cluster4
31481,'Cerebrovascular Disease',HI,39,cluster3
31482,'Influenza and pneumonia',MO,49,cluster8
31483,'Diabetes mellitus',OK,384,cluster4
31484,'Malignant tumours',CO,44,cluster2
31485,Tuberculosis,MO,5,cluster6
31486,'Cerebrovascular Disease',IA,23,cluster3
31487,'Diarrheal Diseases',MT,0,cluster1
31488,'Cerebrovascular Disease',WI,144,cluster3
31489,'Diabetes mellitus',KY,9,cluster4
31490,Cholera,KS,1,cluster9
31491,HIV/AIDS,NC,19,cluster0
31492,HIV/AIDS,AZ,7,cluster0
31493,'Diabetes mellitus',MT,54,cluster4
31494,Tuberculosis,GA,4,cluster6
31495,'Malignant tumours',KY,6,cluster2
31496,'Diabetes mellitus',AL,14,cluster4
31497,Malaria,CA,19,cluster7
31498,'Diabetes mellitus',NC,107,cluster4
31499,'Malignant tumours',UT,77,cluster2
31500,'Cerebrovascular Disease',AL,139,cluster3
31501,'Malignant tumours',GA,16,cluster2
31502,'Influenza and pneumonia',VA,47,cluster8
31503,'Cerebrovascular Disease',NJ,359,cluster3
31504,Tuberculosis,IA,18,cluster6
31505,Malaria,OR,347,cluster7
31506,Tuberculosis,CO,12,cluster6
31507,'Cerebrovascular Disease',OH,15,cluster3
31508,'Cerebrovascular Disease',OK,55,cluster3
31509,Tuberculosis,HI,105,cluster6
31510,Cholera,WA,33,cluster9
31511,Malaria,MD,20,cluster7
31512,'Diabetes mellitus',OK,90,cluster4
31513,'Malignant tumours',GA,15,cluster2
31514,'Diarrheal Diseases',VA,33,cluster1
31515,'Diarrheal Diseases',TX,4,cluster1
31516,HIV/AIDS,MI,12,cluster0
31517,'Diabetes mellitus',AL,54,cluster4
31518,Cholera,MD,47,cluster9
31519,'Malignant tumours',MO,19,cluster2
31520,Cholera,KS,0,cluster9
31521,'Malignant tumours',IN,17,cluster2
31522,'Chronic lower respiratory diseases',SD,7,cluster5
31523,Malaria,MN,14,cluster7
31524,'Chronic lower respiratory diseases',ND,92,cluster5
31525,'Malignant tumours',TX,34,cluster2
31526,'Cerebrovascular Disease',AL,23,cluster3
31527,'Diabetes mellitus',WY,9,cluster4
31528,HIV/AIDS,MT,17,cluster0
31529,'Malignant tumours',SD,2,cluster2
31530,'Chronic lower respiratory diseases',SD,3,cluster5
31531,'Diarrheal Diseases',NC,47,cluster1
31532,'Chronic lower respiratory diseases',AK,2,cluster5
31533,Cholera,MS,30,cluster9
31534,Malaria,GA,24,cluster7
31535,Cholera,AL,8,cluster9
31536,Malaria,MS,11,cluster7
31537,Cholera,AL,194,cluster9
31538,'Cerebrovascular Disease',VA,54,cluster3
31539,'Diabetes mellitus',MT,1,cluster4
31540,'Influenza and pneumonia',OK,20,cluster8
31541,Cholera,OH,49,cluster9
31542,Tuberculosis,NE,55,cluster6
31543,Tuberculosis,IA,71,cluster6
31544,'Chronic lower respiratory diseases',NE,19,cluster5
31545,Malaria,TX,16,cluster7
31546,HIV/AIDS,SC,75,cluster0
31547,'Influenza and pneumonia',MO,18,cluster8
31548,'Chronic lower respiratory diseases',MS,6,cluster5
31549,'Chronic lower respiratory diseases',OR,71,cluster5
31550,'Diabetes mellitus',TX,17,cluster4
31551,'Cerebrovascular Disease',WI,121,cluster3
31552,'Malignant tumours',DE,388,cluster2
31553,Cholera,IL,29,cluster9
31554,'Cerebrovascular Disease',GA,20,cluster3
31555,Tuberculosis,VA,199,cluster6
31556,HIV/AIDS,WV,45,cluster0
31557,'Diarrheal Diseases',OH,15,cluster1
31558,'Malignant tumours',IL,184,cluster2
31559,'Diarrheal Diseases',MI,35,cluster1
31560,'Influenza and pneumonia',MN,14,cluster8
31561,'Malignant tumours',IL,22,cluster2
31562,'Influenza and pneumonia',VA,17,cluster8
31563,'Malignant tumours',VA,35,cluster2
31564,'Cerebrovascular Disease',NC,41,cluster3
31565,'Diarrheal Diseases',WV,12,cluster1
31566,'Influenza and pneumonia',TX,9,cluster8
31567,HIV/AIDS,TX,3,cluster0
31568,'Diarrheal Diseases',MS,29,cluster1
31569,'Diabetes mellitus',TX,1,cluster4
31570,'Malignant tumours',TX,89,cluster2
31571,'Influenza and pneumonia',AK,39,cluster8
31572,'Influenza and pneumonia',FL,123,cluster8
31573,'Diarrheal Diseases',TX,8,cluster1
31574,'Diabetes mellitus',CT,265,cluster4
31575,'Influenza and pneumonia',PA,88,cluster8
31576,'Influenza and pneumonia',NY,48,cluster8
31577,'Diarrheal Diseases',ND,2,cluster1
31578,Malaria,LA,44,cluster7
31579,Cholera,MO,32,cluster9
31580,Malaria,MI,130,cluster7
31581,Malaria,OK,2,cluster7
31582,'Cerebrovascular Disease',GA,47,cluster3
31583,'Malignant tumours',IL,32,cluster2
31584,'Cerebrovascular Disease',TN,18,cluster3
31585,'Cerebrovascular Disease',KY,21,cluster3
31586,HIV/AIDS,KS,2,cluster0
31587,'Influenza and pneumonia',LA,27,cluster8
31588,Malaria,IL,5,cluster7
31589,Tuberculosis,WA,0,cluster6
31590,'Chronic lower respiratory diseases',FL,17,cluster5
31591,'Cerebrovascular Disease',PA,107,cluster3
31592,Tuberculosis,OR,25,cluster6
31593,'Diabetes mellitus',TX,4,cluster4
31594,'Influenza and pneumonia',NJ,180,cluster8
31595,'Malignant tumours',IN,8,cluster2
31596,'Diabetes mellitus',KY,1,cluster4
31597,'Influenza and pneumonia',TX,34,cluster8
31598,'Diarrheal Diseases',NC,107,cluster1
31599,'Chronic lower respiratory diseases',AL,166,cluster5
31600,'Diarrheal Diseases',ND,4,cluster1
31601,'Diabetes mellitus',WV,21,cluster4
31602,'Malignant tumours',IL,16,cluster2
31603,'Malignant tumours',CO,1,cluster2
31604,Malaria,AL,24,cluster7
31605,'Influenza and pneumonia',IA,6,cluster8
31606,Tuberculosis,TX,43,cluster6
31607,'Chronic lower respiratory diseases',OR,103,cluster5
31608,HIV/AIDS,NY,142,cluster0
31609,'Chronic lower respiratory diseases',KY,7,cluster5
31610,'Diabetes mellitus',CO,15,cluster4
31611,'Chronic lower respiratory diseases',KY,15,cluster5
31612,'Diarrheal Diseases',VA,109,cluster1
31613,'Diarrheal Diseases',PA,25,cluster1
31614,'Cerebrovascular Disease',NC,45,cluster3
31615,Malaria,MN,7,cluster7
31616,'Influenza and pneumonia',ID,36,cluster8
31617,'Influenza and pneumonia',TX,2,cluster8
31618,'Chronic lower respiratory diseases',MS,21,cluster5
31619,Cholera,NE,0,cluster9
31620,'Chronic lower respiratory diseases',VA,16,cluster5
31621,'Influenza and pneumonia',IN,9,cluster8
31622,'Cerebrovascular Disease',CO,846,cluster3
31623,'Chronic lower respiratory diseases',AR,8,cluster5
31624,HIV/AIDS,VA,9,cluster0
31625,'Diarrheal Diseases',CO,53,cluster1
31626,Tuberculosis,WV,6,cluster6
31627,HIV/AIDS,MN,43,cluster0
31628,'Diarrheal Diseases',VA,36,cluster1
31629,Tuberculosis,TN,54,cluster6
31630,Malaria,GA,2,cluster7
31631,Malaria,IA,37,cluster7
31632,Cholera,MI,25,cluster9
31633,'Influenza and pneumonia',TN,29,cluster8
31634,'Diabetes mellitus',MN,7,cluster4
31635,HIV/AIDS,TX,8,cluster0
31636,Cholera,MN,22,cluster9
31637,Tuberculosis,AZ,100,cluster6
31638,'Diarrheal Diseases',VT,24,cluster1
31639,'Influenza and pneumonia',IL,7,cluster8
31640,'Chronic lower respiratory diseases',KY,26,cluster5
31641,'Cerebrovascular Disease',GA,24,cluster3
31642,'Influenza and pneumonia',KY,10,cluster8
31643,'Influenza and pneumonia',NY,94,cluster8
31644,Malaria,AL,7,cluster7
31645,Tuberculosis,IL,17,cluster6
31646,'Diarrheal Diseases',OH,196,cluster1
31647,'Chronic lower respiratory diseases',KS,9,cluster5
31648,HIV/AIDS,KS,6,cluster0
31649,HIV/AIDS,NE,8,cluster0
31650,'Influenza and pneumonia',CA,144,cluster8
31651,'Malignant tumours',IL,85,cluster2
31652,'Diarrheal Diseases',KS,7,cluster1
31653,'Diarrheal Diseases',MN,6,cluster1
31654,HIV/AIDS,IA,9,cluster0
31655,'Diabetes mellitus',OH,7,cluster4
31656,'Malignant tumours',WI,134,cluster2
31657,Malaria,MI,1890,cluster7
31658,Cholera,AR,15,cluster9
31659,'Influenza and pneumonia',KS,1,cluster8
31660,HIV/AIDS,KY,2,cluster0
31661,'Chronic lower respiratory diseases',AL,85,cluster5
31662,'Cerebrovascular Disease',TN,6,cluster3
31663,Tuberculosis,KS,6,cluster6
31664,Tuberculosis,TX,2,cluster6
31665,'Chronic lower respiratory diseases',IA,7,cluster5
31666,HIV/AIDS,OK,8,cluster0
31667,'Influenza and pneumonia',AL,29,cluster8
31668,'Diarrheal Diseases',CA,195,cluster1
31669,Cholera,SC,157,cluster9
31670,'Influenza and pneumonia',SD,1,cluster8
31671,'Cerebrovascular Disease',ND,29,cluster3
31672,'Diarrheal Diseases',IA,3,cluster1
31673,'Diarrheal Diseases',OH,123,cluster1
31674,'Chronic lower respiratory diseases',KS,41,cluster5
31675,'Diarrheal Diseases',WV,41,cluster1
31676,Malaria,MO,6,cluster7
31677,Malaria,NC,19,cluster7
31678,'Cerebrovascular Disease',MS,3,cluster3
31679,'Diarrheal Diseases',GA,27,cluster1
31680,Cholera,WA,92,cluster9
31681,Tuberculosis,MN,13,cluster6
31682,'Chronic lower respiratory diseases',NE,52,cluster5
31683,Malaria,TN,356,cluster7
31684,'Cerebrovascular Disease',AL,55,cluster3
31685,'Malignant tumours',VA,29,cluster2
31686,'Diabetes mellitus',AR,11,cluster4
